;acc_bact;design_phage;id_bact;id_phage;
2446;NC_018289.1;Cellulophaga_phage_phi46:3;5859;4043;
3043;NC_018289.1;Cellulophaga_phage_phi48:2;5859;4042;
4574;NZ_LBBN00000000.1;Cellulophaga_phage_phi48:2;5737;4042;
2386;NC_018289.1;Burkholderia_virus_BcepNY3;5859;4851;"select * from inphinity_orm_bacteriophage where designation like 'Parabacteroides_phage_YZ-2015a;"
2387;NC_018289.1;Staphylococcus_phage_812;5859;3880;"select * from inphinity_orm_bacteriophage where designation like 'Phage_Gifsy-1;"
2388;NC_018289.1;Pseudomonas_phage_Pa2;5859;4156;"select * from inphinity_orm_bacteriophage where designation like 'Phage_Gifsy-1;"
2389;NC_018289.1;Clostridium_phage_phiCT19406C;5859;3929;"select * from inphinity_orm_bacteriophage where designation like 'Phage_Gifsy-2;"
2390;NC_018289.1;Campylobacter_virus_CP220;5859;5016;"select * from inphinity_orm_bacteriophage where designation like 'Phage_Gifsy-2;"
2391;NC_018289.1;Riemerella_phage_RAP44;5859;4655;"select * from inphinity_orm_bacteriophage where designation like 'Prochlorococcus_phage_P-HM1;"
2392;NC_018289.1;Acinetobacter_phage_vB_AbaM_Acibel004;5859;4289;"select * from inphinity_orm_bacteriophage where designation like 'Prochlorococcus_phage_P-HM2;"
2393;NC_018289.1;Bacillus_phage_Phrodo;5859;3735;"select * from inphinity_orm_bacteriophage where designation like 'Prochlorococcus_phage_P-HM2;"
2394;NC_018289.1;Arthrobacter_phage_Lennox;5859;2799;"select * from inphinity_orm_bacteriophage where designation like 'Prochlorococcus_phage_P-RSM4;"
2395;NC_018289.1;Leuconostoc_phage_phiLN6B;5859;4370;"select * from inphinity_orm_bacteriophage where designation like 'Prochlorococcus_phage_P-SSM2;"
2396;NC_018289.1;Gordonia_phage_CaptainKirk2;5859;5378;"select * from inphinity_orm_bacteriophage where designation like 'Prochlorococcus_phage_P-SSM2;"
2397;NC_018289.1;Enterobacteria_phage_HK633;5859;4599;"select * from inphinity_orm_bacteriophage where designation like 'Prochlorococcus_phage_P-SSM4;"
2398;NC_018289.1;Mannheimia_phage_vB_MhS_1152AP2;5859;3969;"select * from inphinity_orm_bacteriophage where designation like 'Prochlorococcus_phage_P-SSM4;"
2399;NC_018289.1;Pseudomonas_phage_YuA;5859;4831;"select * from inphinity_orm_bacteriophage where designation like 'Prochlorococcus_phage_P-SSM7;"
2400;NC_018289.1;Clostridium_phage_phiMMP01;5859;3924;"select * from inphinity_orm_bacteriophage where designation like 'Prochlorococcus_phage_P-SSM7;"
2977;NC_018289.1;Citrobacter_phage_IME-CF2;5859;3948;
2402;NC_018289.1;Gordonia_phage_Phinally;5859;5557;"select * from inphinity_orm_bacteriophage where designation like 'Prochlorococcus_phage_P-TIM68;"
2060;NZ_CP012554.1;Citrobacter_phage_phiCFP-1;338;3933;
2404;NC_018289.1;Pectobacterium_phage_Peat1;5859;3883;"select * from inphinity_orm_bacteriophage where designation like 'Propionibacterium_phage_Pacnes_2012-15;"
2405;NC_018289.1;Clostridium_phage_phiCTC2B;5859;3800;"select * from inphinity_orm_bacteriophage where designation like 'Propionibacterium_phage_Pacnes_2012-15;"
2406;NC_018289.1;Propionibacterium_phage_Solid;5859;5605;"select * from inphinity_orm_bacteriophage where designation like 'Pseudoalteromonas_phage_H105/1;"
2407;NC_018289.1;Propionibacterium_phage_PFR1;5859;5548;"select * from inphinity_orm_bacteriophage where designation like 'Pseudoalteromonas_phage_H105/1;"
2408;NC_018289.1;Streptomyces_phage_BabyGotBac;5859;2080;"select * from inphinity_orm_bacteriophage where designation like 'Pseudomonas_phage_201phi2-1;"
2409;NC_018289.1;Arthrobacter_phage_Molivia;5859;2929;"select * from inphinity_orm_bacteriophage where designation like 'Pseudomonas_phage_201phi2-1;"
2410;NC_018289.1;Lactobacillus_virus_LP65;5859;4927;"select * from inphinity_orm_bacteriophage where designation like 'Pseudomonas_phage_phi-2;"
2411;NC_018289.1;Caulobacter_phage_phiCb5;5859;4664;"select * from inphinity_orm_bacteriophage where designation like 'Pseudomonas_phage_phi-2;"
3651;NC_018289.1;Citrobacter_phage_phiCFP-1;5859;3933;
3911;NC_018289.1;Clostridium_phage_c-st;5859;4897;
2414;NC_018289.1;Propionibacterium_phage_ATCC29399B_T;5859;4684;"select * from inphinity_orm_bacteriophage where designation like 'Pseudomonas_phage_phiIBB-PAA2;"
2415;NC_018289.1;Propionibacterium_phage_ATCC29399B_C;5859;4680;"select * from inphinity_orm_bacteriophage where designation like 'Pseudomonas_phage_phiIBB-PF7A;"
2416;NC_018289.1;Staphylococcus_phage_phiSa119;5859;4282;"select * from inphinity_orm_bacteriophage where designation like 'Pseudomonas_phage_Phi-S1;"
2358;NC_018289.1;Clostridium_phage_phi8074-B1;5859;4585;
3211;NC_018289.1;Clostridium_phage_phiCD38-2;5859;4719;
3537;NC_018289.1;Clostridium_phage_phiCD481-1;5859;3922;
2420;NC_018289.1;Escherichia_phage_P13374;5859;4685;"select * from inphinity_orm_bacteriophage where designation like 'Pseudomonas_phage_vB_PaeM_C2-10_Ab1;"
2421;NC_018289.1;Gordonia_phage_Flakey;5859;2465;"select * from inphinity_orm_bacteriophage where designation like 'Pseudomonas_phage_vB_PaeP_C2-10_Ab09;"
2422;NC_018289.1;Pelagibacter_phage_HTVC010P;5859;4387;"select * from inphinity_orm_bacteriophage where designation like 'Pseudomonas_phage_vB_PaeP_C2-10_Ab22;"
2423;NC_018289.1;Gordonia_phage_ShayRa;5859;3320;"select * from inphinity_orm_bacteriophage where designation like 'Pseudomonas_phage_vB_PaeP_PPA-ABTNL;"
2424;NC_018289.1;Gordonia_phage_Kvothe;5859;5476;"select * from inphinity_orm_bacteriophage where designation like 'Pseudomonas_phage_vB_Pae-TbilisiM32;"
2425;NC_018289.1;Enterobacteria_phage_285P;5859;4751;"select * from inphinity_orm_bacteriophage where designation like 'Pseudomonas_phage_YMC11/02/R656;"
2720;NC_018289.1;Deftia_phage_phiW-14;5859;4790;
2427;NC_018289.1;Aeromonas_phage_Aes508;5859;4624;"select * from inphinity_orm_bacteriophage where designation like 'Puniceispirillum_phage_HMO-2011;"
2112;NZ_JNWI00000000.1;Delftia_phage_IME-DE1;5732;4053;
2429;NC_018289.1;Salmonella_phage_118970_sal4;5859;3812;"select * from inphinity_orm_bacteriophage where designation like 'Ruegeria_phage_DSS3-P1;"
2430;NC_018289.1;Propionibacterium_phage_P104A;5859;5535;"select * from inphinity_orm_bacteriophage where designation like 'Ruegeria_phage_DSS3-P1;"
2431;NC_018289.1;Streptomyces_phage_VWB;5859;5645;"select * from inphinity_orm_bacteriophage where designation like 'Salmonella_phage_7-11;"
2432;NC_018289.1;Xanthomonas_phage_Xp15;5859;4919;"select * from inphinity_orm_bacteriophage where designation like 'Salmonella_phage_Fels-1;"
2433;NC_018289.1;Pseudomonas_phage_PAE1;5859;3838;"select * from inphinity_orm_bacteriophage where designation like 'Salmonella_phage_Fels-2;"
2434;NC_018289.1;Lactobacillus_phage_iLp1308;5859;3831;"select * from inphinity_orm_bacteriophage where designation like 'Salmonella_phage_Fels-2;"
2435;NC_018289.1;Salmonella_phage_SFP10;5859;4709;"select * from inphinity_orm_bacteriophage where designation like 'Salmonella_phage_FSL_SP-004;"
2436;NC_018289.1;Acinetobacter_phage_vB_AbaM_phiAbaA1;5859;3714;"select * from inphinity_orm_bacteriophage where designation like 'Salmonella_phage_FSL_SP-058;"
2437;NC_018289.1;Escherichia_virus_KP26;5859;4905;"select * from inphinity_orm_bacteriophage where designation like 'Salmonella_phage_FSL_SP-076;"
2438;NC_018289.1;Propionibacterium_phage_PHL010M04;5859;4492;"select * from inphinity_orm_bacteriophage where designation like 'Salmonella_phage_phSE-2;"
2439;NC_018289.1;Gordonia_phage_Gudmit;5859;2556;"select * from inphinity_orm_bacteriophage where designation like 'Salmonella_phage_PVP-SE1;"
2440;NC_018289.1;Gordonia_phage_TimTam;5859;3462;"select * from inphinity_orm_bacteriophage where designation like 'Salmonella_phage_PVP-SE1;"
2441;NC_018289.1;Arthrobacter_phage_Bennie;5859;2116;"select * from inphinity_orm_bacteriophage where designation like 'Salmonella_phage_RE-2010;"
2442;NC_018289.1;Arthrobacter_phage_BossLady;5859;2159;"select * from inphinity_orm_bacteriophage where designation like 'Salmonella_phage_RE-2010;"
2443;NC_018289.1;Enterobacteria_phage_cdtI;5859;3862;"select * from inphinity_orm_bacteriophage where designation like 'Salmonella_phage_STP4-a;"
2444;NC_018289.1;Escherichia_phage_vB_EcoP_SU10;5859;4117;"select * from inphinity_orm_bacteriophage where designation like 'Salmonella_phage_vB_SenS-Ent2;"
2445;NC_018289.1;Gordonia_phage_BritBrat;5859;5367;"select * from inphinity_orm_bacteriophage where designation like 'Salmonella_phage_vB_SenS-Ent3;"
3836;NC_018289.1;Delftia_phage_IME-DE1;5859;4053;
2447;NC_018289.1;Vibrio_phage_VGJphi;5859;4959;"select * from inphinity_orm_bacteriophage where designation like 'Salmonella_phage_Vi_II-E1;"
4569;NZ_JPOY00000000.1;Delftia_phage_IME-DE1;5791;4053;
2449;NC_018289.1;Gordonia_phage_Sproutie;5859;3373;"select * from inphinity_orm_bacteriophage where designation like 'Shigella_phage_pSf-1;"
2450;NC_018289.1;Escherichia_phage_vB_EcoM_VR20;5859;3988;"select * from inphinity_orm_bacteriophage where designation like 'Shigella_phage_pSf-2;"
2520;NC_018289.1;Delftia_phage_RG-2014;5859;3641;
2452;NC_018289.1;Corynebacterium_phage_C3PO;5859;2201;"select * from inphinity_orm_bacteriophage where designation like 'Shigella_phage_SHFML-11;"
2453;NC_018289.1;Klebsiella_phage_KpV475;5859;3766;"select * from inphinity_orm_bacteriophage where designation like 'Shigella_phage_SHFML-26;"
2454;NC_018289.1;Corynebacterium_phage_PotatoChip;5859;3177;"select * from inphinity_orm_bacteriophage where designation like 'Shigella_phage_SHFML-26;"
2999;NC_018289.1;Edwardsiella_phage_eiAU-183;5859;4439;
2806;NC_018289.1;Enterobacter_phage_E-2;5859;3892;
2457;NC_018289.1;Gordonia_phage_Monty;5859;5499;"select * from inphinity_orm_bacteriophage where designation like 'Staphylococcus phage 3A;"
2458;NC_018289.1;Cronobacter_phage_S13;5859;3836;"select * from inphinity_orm_bacteriophage where designation like 'Staphylococcus phage 44AHJD;"
2459;NC_018289.1;Staphylococcus_phage_phiJB;5859;3901;"select * from inphinity_orm_bacteriophage where designation like 'Staphylococcus phage 71;"
2460;NC_018289.1;Burkholderia_phage_KS14;5859;4728;"select * from inphinity_orm_bacteriophage where designation like 'Staphylococcus phage 77;"
2461;NC_018289.1;Streptococcus_virus_O1205;5859;4974;"select * from inphinity_orm_bacteriophage where designation like 'Staphylococcus phage K;"
2462;NC_018289.1;Caulobacter_virus_Karma;5859;4356;"select * from inphinity_orm_bacteriophage where designation like 'Staphylococcus phage phiP68;"
2463;NC_018289.1;Gordonia_phage_Benczkowski14;5859;2114;"select * from inphinity_orm_bacteriophage where designation like 'Staphylococcus phage Sb-1;"
2464;NC_018289.1;Streptococcus_virus_DT1;5859;4216;"select * from inphinity_orm_bacteriophage where designation like 'Staphylococcus_phage_IME-SA4;"
2465;NC_018289.1;Shigella_phage_Shfl2;5859;4724;"select * from inphinity_orm_bacteriophage where designation like 'Staphylococcus_phage_MCE-2014;"
2466;NC_018289.1;Vibrio_phage_ICP2_2013_A_Haiti;5859;4318;"select * from inphinity_orm_bacteriophage where designation like 'Staphylococcus_phage_phiIPLA-C1C;"
2467;NC_018289.1;Staphylococcus_virus_88;5859;4197;"select * from inphinity_orm_bacteriophage where designation like 'Staphylococcus_phage_phiIPLA-RODI;"
2468;NC_018289.1;Gordonia_phage_Daredevil;5859;2320;"select * from inphinity_orm_bacteriophage where designation like 'Staphylococcus_phage_phiPVL-CN125;"
2469;NC_018289.1;Cronobacter_phage_ENT39118;5859;4582;"select * from inphinity_orm_bacteriophage where designation like 'Staphylococcus_phage_S24-1;"
2470;NC_018289.1;Staphylococcus_phage_Twort;5859;4922;"select * from inphinity_orm_bacteriophage where designation like 'Staphylococcus_phage_SAP-2;"
2471;NC_018289.1;Pseudomonas_phage_SN;5859;4804;"select * from inphinity_orm_bacteriophage where designation like 'Staphylococcus_phage_SAP-2;"
2472;NC_018289.1;Arthrobacter_phage_Jasmine;5859;2665;"select * from inphinity_orm_bacteriophage where designation like 'Staphylococcus_phage_Sb-1;"
2473;NC_018289.1;Erwinia_phage_FE44;5859;4476;"select * from inphinity_orm_bacteriophage where designation like 'Staphylococcus_phage_SPbeta-like;"
2474;NC_018289.1;Gordonia_phage_Pupper;5859;3194;"select * from inphinity_orm_bacteriophage where designation like 'Staphylococcus_phage_StauST398-1;"
2475;NC_018289.1;Escherichia_virus_DT57C;5859;4072;"select * from inphinity_orm_bacteriophage where designation like 'Staphylococcus_phage_StauST398-2;"
2476;NC_018289.1;Arthrobacter_phage_StewieGriff;5859;3391;"select * from inphinity_orm_bacteriophage where designation like 'Staphylococcus_phage_StauST398-5;"
2477;NC_018289.1;Caulobacter_virus_Magneto;5859;4358;"select * from inphinity_orm_bacteriophage where designation like 'Staphylococcus_phage_StB20-like;"
2478;NC_018289.1;Propionibacterium_phage_B3;5859;2075;"select * from inphinity_orm_bacteriophage where designation like 'Stenotrophomonas_phage_vB_SmaS-DLP_2;"
2479;NC_018289.1;Staphylococcus_phage_SA12;5859;4478;"select * from inphinity_orm_bacteriophage where designation like 'Streptococcus_phage_Dp-1;"
2480;NC_018289.1;Bacillus_virus_250;5859;3944;"select * from inphinity_orm_bacteriophage where designation like 'Streptococcus_phage_Dp-1;"
2481;NC_018289.1;Staphylococcus_virus_11;5859;4971;"select * from inphinity_orm_bacteriophage where designation like 'Streptococcus_phage_phiARI0131-2;"
2482;NC_018289.1;Enterococcus_phage_phiEF24C;5859;4836;"select * from inphinity_orm_bacteriophage where designation like 'Streptococcus_phage_phiARI0460-1;"
2483;NC_018289.1;Arthrobacter_phage_Immaculata;5859;2637;"select * from inphinity_orm_bacteriophage where designation like 'Streptococcus_phage_phiARI0460-1;"
2484;NC_018289.1;Shigella_virus_Shfl1;5859;4725;"select * from inphinity_orm_bacteriophage where designation like 'Streptococcus_phage_phiARI0468-1;"
2485;NC_018289.1;Corynebacterium_phage_PeteyPab;5859;3091;"select * from inphinity_orm_bacteriophage where designation like 'Streptococcus_phage_phiARI0468-2;"
2486;NC_018289.1;Mannheimia_phage_vB_MhM_3927AP2;5859;4022;"select * from inphinity_orm_bacteriophage where designation like 'Streptococcus_phage_phiARI0468-4;"
2487;NC_018289.1;Mycobacterium_phage_Chy5;5859;4528;"select * from inphinity_orm_bacteriophage where designation like 'Streptococcus_phage_phiARI0468-4;"
2488;NC_018289.1;Gordonia_phage_Hedwig;5859;5447;"select * from inphinity_orm_bacteriophage where designation like 'Streptococcus_phage_Str-PAP-1;"
2489;NC_018289.1;Enterococcus_phage_phiFL1A;5859;4180;"select * from inphinity_orm_bacteriophage where designation like 'Streptococcus_phage_TP-778L;"
2490;NC_018289.1;Tsukamurella_phage_TPA2;5859;5627;"select * from inphinity_orm_bacteriophage where designation like 'Streptococcus_phage_TP-J34;"
2491;NC_018289.1;Aeromonas_phage_PX29;5859;4424;"select * from inphinity_orm_bacteriophage where designation like 'Streptococcus_phage_YMC-2011;"
2492;NC_018289.1;Enterobacteria_phage_vB_EcoS_NBD2;5859;3753;"select * from inphinity_orm_bacteriophage where designation like 'Streptomyces_phage_AbbeyMikolon;"
2493;NC_018289.1;Clostridium_virus_phiC2;5859;4858;"select * from inphinity_orm_bacteriophage where designation like 'Streptomyces_phage_AbbeyMikolon;"
4438;NZ_CP014475.1;Enterobacter_phage_E-2;61;3892;
2495;NC_018289.1;Arthrobacter_phage_Jordan;5859;2692;"select * from inphinity_orm_bacteriophage where designation like 'Stx2-converting_phage_86;"
2496;NC_018289.1;Flavobacterium_phage_Fpv8;5859;3680;"select * from inphinity_orm_bacteriophage where designation like 'Sulfitobacter_phage_NYA-2014a;"
2497;NC_018289.1;Gordonia_phage_GTE8;5859;5442;"select * from inphinity_orm_bacteriophage where designation like 'Sulfitobacter_phage_NYA-2014a;"
3088;NC_018289.1;Enterobacter_phage_E-3;5859;4014;
2499;NC_018289.1;Enterobacteria_phage_vB_EcoM_VR5;5859;3991;"select * from inphinity_orm_bacteriophage where designation like 'Sulfitobacter_phage_pCB2047-A;"
2500;NC_018289.1;Rhodococcus_phage_Trina;5859;3491;"select * from inphinity_orm_bacteriophage where designation like 'Sulfitobacter_phage_pCB2047-C;"
2501;NC_018289.1;Arthrobacter_phage_Heisenberger;5859;2585;"select * from inphinity_orm_bacteriophage where designation like 'Sulfitobacter_phage_pCB2047-C;"
2502;NC_018289.1;Cronobacter_phage_vB_CsaM_GAP31;5859;4651;"select * from inphinity_orm_bacteriophage where designation like 'Synechococcus_phage_ACG-2014h;"
2503;NC_018289.1;Bacillus_phage_BCP78;5859;4681;"select * from inphinity_orm_bacteriophage where designation like 'Synechococcus_phage_S-CAM3;"
2504;NC_018289.1;Xylella_phage_Paz;5859;3843;"select * from inphinity_orm_bacteriophage where designation like 'Synechococcus_phage_S-CAM4;"
2505;NC_018289.1;Bacillus_phage_Moonbeam;5859;4161;"select * from inphinity_orm_bacteriophage where designation like 'Synechococcus_phage_S-CAM7;"
2506;NC_018289.1;Enterobacteria_phage_P4;5859;4245;"select * from inphinity_orm_bacteriophage where designation like 'Synechococcus_phage_S-CAM7;"
2507;NC_018289.1;Arthrobacter_phage_Tophat;5859;3478;"select * from inphinity_orm_bacteriophage where designation like 'Synechococcus_phage_S-CAM8;"
2508;NC_018289.1;Pseudomonas_phage_PhiCHU;5859;3974;"select * from inphinity_orm_bacteriophage where designation like 'Synechococcus_phage_S-CAM8;"
2509;NC_018289.1;Escherichia_virus_phiEco32;5859;3861;"select * from inphinity_orm_bacteriophage where designation like 'Synechococcus_phage_S-CAM9;"
2510;NC_018289.1;Staphylococcus_phage_PT1028;5859;4916;"select * from inphinity_orm_bacteriophage where designation like 'Synechococcus_phage_S-CBP1;"
2511;NC_018289.1;Propionibacterium_phage_Ouroboros;5859;5530;"select * from inphinity_orm_bacteriophage where designation like 'Synechococcus_phage_S-CBP3;"
2512;NC_018289.1;Chlamydia_virus_Chp1;5859;4241;"select * from inphinity_orm_bacteriophage where designation like 'Synechococcus_phage_S-CBP3;"
2513;NC_018289.1;Propionibacterium_phage_P100.1;5859;3049;"select * from inphinity_orm_bacteriophage where designation like 'Synechococcus_phage_S-CBP4;"
2514;NC_018289.1;Brevibacillus_phage_Jimmer1;5859;3891;"select * from inphinity_orm_bacteriophage where designation like 'Synechococcus_phage_S-CBP4;"
2515;NC_018289.1;Gordonia_phage_Emalyn;5859;5414;"select * from inphinity_orm_bacteriophage where designation like 'Synechococcus_phage_S-CBS1;"
2516;NC_018289.1;Arthrobacter_phage_Tank;5859;3426;"select * from inphinity_orm_bacteriophage where designation like 'Synechococcus_phage_S-CBS1;"
2517;NC_018289.1;Escherichia_virus_Mu;5859;4992;"select * from inphinity_orm_bacteriophage where designation like 'Synechococcus_phage_S-CBS2;"
2518;NC_018289.1;Gordonia_phage_Lamberg;5859;2782;"select * from inphinity_orm_bacteriophage where designation like 'Synechococcus_phage_S-CBS3;"
2519;NC_018289.1;Salmonella_phage_vB_SPuM_SP116;5859;3639;"select * from inphinity_orm_bacteriophage where designation like 'Synechococcus_phage_S-CBS4;"
2594;NC_018289.1;Enterobacter_phage_phiEap-1;5859;3936;
3387;NC_018289.1;Enterobacter_phage_phiEap-2;5859;3829;
2522;NC_018289.1;Bacillus_virus_Finn;5859;4497;"select * from inphinity_orm_bacteriophage where designation like 'Synechococcus_phage_S-CRM01;"
2523;NC_018289.1;Streptomyces_phage_Asten;5859;2053;"select * from inphinity_orm_bacteriophage where designation like 'Synechococcus_phage_S-MbCM100;"
2524;NC_018289.1;Escherichia_phage_SUSP2;5859;3817;"select * from inphinity_orm_bacteriophage where designation like 'Synechococcus_phage_S-PM2;"
2525;NC_018289.1;Propionibacterium_phage_Kubed;5859;5475;"select * from inphinity_orm_bacteriophage where designation like 'Synechococcus_phage_S-RIM2_R1_1999;"
2526;NC_018289.1;Haemophilus_phage_HP2;5859;4223;"select * from inphinity_orm_bacteriophage where designation like 'Synechococcus_phage_S-ShM2;"
2527;NC_018289.1;Mycobacterium_virus_D29;5859;4237;"select * from inphinity_orm_bacteriophage where designation like 'Synechococcus_phage_S-SM1;"
2528;NC_018289.1;Acinetobacter_phage_Fri1;5859;4002;"select * from inphinity_orm_bacteriophage where designation like 'Synechococcus_phage_S-SM2;"
2529;NC_018289.1;Bacillus_phage_DirtyBetty;5859;3751;"select * from inphinity_orm_bacteriophage where designation like 'Synechococcus_phage_S-SSM5;"
3576;NC_018289.1;Enterobacteria_phage_BP-4795;5859;4956;
2531;NC_018289.1;Enterobacteria_phage_BA14;5859;4566;"select * from inphinity_orm_bacteriophage where designation like 'Thermus_virus_P23-45;"
2532;NC_018289.1;Vibrio_phage_VP2;5859;4936;"select * from inphinity_orm_bacteriophage where designation like 'Thermus_virus_P23-77;"
2533;NC_018289.1;Staphylococcus_virus_PH15;5859;4864;"select * from inphinity_orm_bacteriophage where designation like 'Thermus_virus_P74-26;"
2534;NC_018289.1;Gordonia_phage_Woes;5859;5651;"select * from inphinity_orm_bacteriophage where designation like 'Uncultured_phage_WW-nAnB_strain_2;"
2535;NC_018289.1;Pseudomonas_phage_vB_PaeS_SCH_Ab26;5859;4372;"select * from inphinity_orm_bacteriophage where designation like 'Uncultured_phage_WW-nAnB_strain_3;"
2536;NC_018289.1;Mycobacterium_phage_Cooper;5859;5394;"select * from inphinity_orm_bacteriophage where designation like 'Vibrio_phage_CP-T1;"
2537;NC_018289.1;Staphylococcus_phage_phiBU01;5859;4171;"select * from inphinity_orm_bacteriophage where designation like 'Vibrio_phage_JA-1;"
2384;NC_018289.1;Enterobacteria_phage_fiAA91-ss;5859;4460;
2539;NC_018289.1;Arthrobacter_phage_Pumancara;5859;3192;"select * from inphinity_orm_bacteriophage where designation like 'Vibrio_phage_SIO-2;"
2980;NC_018289.1;Enterobacteria_phage_ID2_Moscow/ID/2001;5859;4884;
2541;NC_018289.1;Ralstonia_phage_RSS30;5859;4508;"select * from inphinity_orm_bacteriophage where designation like 'Vibrio_phage_VCY-phi;"
2542;NC_018289.1;Salmonella_phage_BPS11Q3;5859;3658;"select * from inphinity_orm_bacteriophage where designation like 'Vibrio_phage_VCY-phi;"
2543;NC_018289.1;Propionibacterium_phage_MrAK;5859;5503;"select * from inphinity_orm_bacteriophage where designation like 'Yersinia_phage_L-413C;"
4116;NZ_CP016594.1;Enterobacteria_phage_ID2_Moscow/ID/2001;1869;4884;"select * from inphinity_orm_bacteriophage where designation like 'Yersinia_phage_phi80-18;"
2545;NC_018289.1;Staphylococcus_phage_vB_SauM_Remus;5859;4507;"select * from inphinity_orm_bacteriophage where designation like 'Yersinia_phage_phi80-18;"
2546;NC_018289.1;Pseudomonas_phage_phi3;5859;3809;"select * from inphinity_orm_bacteriophage where designation like 'Yersinia_phage_phiR1-RT;"
2547;NC_018289.1;Staphylococcus_phage_44AHJD;5859;4546;"select * from inphinity_orm_bacteriophage where designation like 'Yersinia_phage_phiR1-RT;"
2548;NC_018289.1;Ralstonia_phage_RSM3;5859;4770;"select * from inphinity_orm_bacteriophage where designation like 'Yersinia_phage_phiYeO3-12;"
2549;NC_018289.1;Gordonia_phage_Soups;5859;5608;"select * from inphinity_orm_bacteriophage where designation like 'Yersinia_phage_phiYeO3-12;"
2550;NC_018289.1;Enterobacteria_phage_JenK1;5859;3946;"select * from inphinity_orm_bacteriophage where designation like 'Yersinia_phage_Yep-phi;"
2551;NC_018289.1;Gordonia_phage_Jormungandr;5859;2694;"select * from inphinity_orm_bacteriophage where designation like 'Yersinia_phage_Yep-phi;"
3103;NC_018289.1;Enterobacteria_phage_phiEcoM-GJ1;5859;4833;
2850;NC_018289.1;Enterobacteria_phage_St-1;5859;3650;
2554;NC_018289.1;Bacillus_phage_B4;5859;4480;
2555;NC_018289.1;Arthrobacter_phage_Mariposa;5859;2881;
2556;NC_018289.1;Erwinia_phage_vB_EamM_Caitlin;5859;3727;
2557;NC_018289.1;Gordonia_phage_Eviarto;5859;2436;
2558;NC_018289.1;Bacillus_phage_Stahl;5859;3935;
2559;NC_018289.1;Lactococcus_virus_712;5859;4872;
2560;NC_018289.1;Staphylococcus_virus_29;5859;4199;
2561;NC_018289.1;Staphylococcus_phage_JD007;5859;4594;
2562;NC_018289.1;Enterobacteria_phage_9g;5859;4393;
2563;NC_018289.1;Stenotrophomonas_phage_S1;5859;4767;
2564;NC_018289.1;Enterobacteria_phage_P88;5859;4265;
2565;NC_018289.1;Pseudomonas_phage_PAK_P1;5859;4459;
2566;NC_018289.1;Pseudomonas_phage_PaP1;5859;4081;
2567;NC_018289.1;Arthrobacter_phage_MeganNoll;5859;2898;
2568;NC_018289.1;Streptomyces_phage_Hydra;5859;2625;
2569;NC_018289.1;Propionibacterium_phage_P106M;5859;3056;
2570;NC_018289.1;Enterobacteria_phage_mEp237;5859;4579;
2571;NC_018289.1;Streptomyces_phage_Eddasa;5859;2394;
2572;NC_018289.1;Propionibacterium_phage_Leviosa;5859;2805;
2573;NC_018289.1;Escherichia_phage_P694;5859;3996;
2574;NC_018289.1;Propionibacterium_phage_Lauchelly;5859;5481;
2575;NC_018289.1;Escherichia_virus_P2;5859;4995;
2576;NC_018289.1;Propionibacterium_phage_PHL085N00;5859;4134;
2577;NC_018289.1;Streptomyces_phage_VWB;5859;5645;
2578;NC_018289.1;Lactobacillus_phage_phiPYB5;5859;4092;
2579;NC_018289.1;Gordonia_phage_Delian;5859;2332;
2580;NC_018289.1;Rhodococcus_phage_Naiad;5859;2974;
2581;NC_018289.1;Streptomyces_phage_HaugeAnator;5859;2579;
2582;NC_018289.1;Enterobacteria_phage_WA13_sensu_lato;5859;4210;
2583;NC_018289.1;Salmonella_phage_Maynard;5859;4340;
2584;NC_018289.1;Leuconostoc_phage_phiLN03;5859;4365;
2585;NC_018289.1;Enterobacter_phage_Tyrion;5859;3741;
2586;NC_018289.1;Enterobacter_phage_PG7;5859;4437;
2587;NC_018289.1;Listeria_phage_P70;5859;4679;
2588;NC_018289.1;Arthrobacter_phage_CGermain;5859;2220;
2589;NC_018289.1;Escherichia_phage_ECBP1;5859;4263;
2590;NC_018289.1;Enterococcus_phage_phiEf11;5859;4792;
2591;NC_018289.1;Gordonia_phage_Vivi2;5859;5643;
2592;NC_018289.1;Salmonella_phage_epsilon15;5859;4620;
2593;NC_018289.1;Enterobacteria_phage_mEp460;5859;4602;
2552;NC_018289.1;Enterobacteria_phage_vB_EcoP_ACG-C91;5859;4676;
2595;NC_018289.1;Escherichia_virus_JL1;5859;4477;
2596;NC_018289.1;Lactococcus_virus_ASCC191;5859;4048;
2597;NC_018289.1;Pseudomonas_phage_DL62;5859;3872;
2598;NC_018289.1;Gordonia_phage_Skog;5859;3343;
2599;NC_018289.1;Rothia_phage_Ruth;5859;3265;
2600;NC_018289.1;Gordonia_phage_Morrissey;5859;2938;
2601;NC_018289.1;Streptococcus_phage_phiARI0462;5859;3663;
4134;NZ_CP016594.1;Enterobacteria_phage_vB_EcoP_ACG-C91;1869;4676;
2603;NC_018289.1;Propionibacterium_phage_Wizzo;5859;5650;
2604;NC_018289.1;Gordonia_phage_Geodirt;5859;2514;
2605;NC_018289.1;Streptomyces_phage_Indigo;5859;2641;
2606;NC_018289.1;Mycoplasma_phage_MAV1;5859;4235;
2607;NC_018289.1;Clostridium_phage_PhiS63;5859;4819;
2608;NC_018289.1;Gordonia_phage_Sour;5859;3360;
2609;NC_018289.1;Escherichia_phage_vB_EcoP_24B;5859;4091;
